data_product_name	spase_resource_id	doi	publication_date	published_by	authors	resource_name	citation	description	format	measurement_type_list	processing_level
bar_4d_l2_rcnt	NASA/NumericalData/BARREL/4D/RateCounter/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4D Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4D Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	This data product consists of measurements from rate counters. The rate count data are diagnostic fields, have uncalibrated energy ranges, and wrap near or above 16384 counts/s. The rate count values are stored as 4 s accumulations of counts.	CDF	EnergeticParticles InstrumentStatus	Calibrated
bar_4d_l2_sspc	NASA/NumericalData/BARREL/4D/SlowSpectra/L2/PT32S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4D X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4D X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data [Data set]. NASA Space Physics Data Facility.	SSPC: 256 channels of slow time resolution, 32 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 256 channels ranges from 0 MeV to 10 MeV. All channels are combined to a single variable named SSPC.	CDF	EnergeticParticles InstrumentStatus Spectrum	Calibrated
bar_4d_l2_uspc	NASA/NumericalData/BARREL/4D/UltraSlowSpectra/L2/PT0.01S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4D X-ray Spectrometer (USPC) Bremsstrahlung X-ray Spectrum Ultra Fast Time Resolution, Level 2, 10 ms Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4D X-ray Spectrometer (USPC) Bremsstrahlung X-ray Spectrum Ultra Fast Time Resolution, Level 2, 10 ms Data [Data set]. NASA Space Physics Data Facility.	USPC: 30 channels of extra high time resolution, 10 ms, Bremsstrahlung X-ray spectra. The channel count data are in raw format. The energy levels for bins in each record are tracked in the support data variable named energy. NOTE: Unlike other BARREL products, these data are not filtered by altitude as the data below 25 km are not removed. The measurement altitude should be checked in the EPHM file for the time period you are interested in before use.	CDF	EnergeticParticles InstrumentStatus Spectrum	Calibrated
bar_4d_l2_xspc	NASA/NumericalData/BARREL/4D/ExtraSlowSpectra/L2/PT0.05S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4D X-ray Spectrometer (XSPC) Bremsstrahlung X-ray Spectrum Extra Fast Time Resolution, Level 2, 0.05 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4D X-ray Spectrometer (XSPC) Bremsstrahlung X-ray Spectrum Extra Fast Time Resolution, Level 2, 0.05 s Data [Data set]. NASA Space Physics Data Facility.	XSPC: 30 channels of ultra high time resolution, 50 ms, Bremsstrahlung X-ray spectra. The channel count data are in raw format. The energy levels for bins in each record are tracked in the support data variable named energy. NOTE: Unlike other BARREL products, these data are not filtered by altitude as the data below 25 km are not removed. The measurement altitude should be checked in the EPHM file for the time period you are interested in before use.	CDF	EnergeticParticles InstrumentStatus Spectrum	Calibrated
bar_4e_l2_ephm	NASA/NumericalData/BARREL/4E/Ephemeris/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4E Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4E Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	Geographic and Magnetic Coordinates: The ephemeris data products, which include the balloon epoch time, latitude, longitude, and altitude, are each returned from the payload once every 4s. Geographic coordinates are obtained from an onboard Global Positioning System, GPS, unit. Magnetic coordinates are derived by using the International Radiation Belt Environment Modeling, IRBEM, FORTRAN library.	CDF	Ephemeris InstrumentStatus	Calibrated
bar_4e_l2_fspc	NASA/NumericalData/BARREL/4E/FastSpectra/L2/PT0.05S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4E X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4E X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data [Data set]. NASA Space Physics Data Facility.	FSPC: Six channels of fast time resolution, 50 ms, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. Each channel is separated in its own variable: FSPC1a, FSPC1b, FSPC1c, FSPC2, FSPC3, and FSPC4. The nominal energy range covered by the six channels ranges from 0 MeV to 1.5 MeV.	CDF	EnergeticParticles InstrumentStatus Spectrum	Calibrated
bar_4e_l2_hkpg	NASA/NumericalData/BARREL/4E/Housekeeping/L2/PT40S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4E Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4E Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data [Data set]. NASA Space Physics Data Facility.	Housekeeping voltage, temperature, current, and payload status values returned every 40 s. NOTE: The analog sensor data in these records are based on the nominal BARREL housekeeping layout. Some payloads may have small differences that are not reflected here. If there is specific sensor data that you need that looks questionable, please contact the BARREL team for clarification.	CDF	InstrumentStatus	Calibrated
bar_4e_l2_magn	NASA/NumericalData/BARREL/4E/Magnetometer/L2/PT0.25S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4E Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4E Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data [Data set]. NASA Space Physics Data Facility.	Three axis DC magnetometer data with nominal conversions applied. Data are neither gain corrected nor despun.	CDF	InstrumentStatus MagneticField	Calibrated
bar_4e_l2_mspc	NASA/NumericalData/BARREL/4E/Miscellaneous/L2/PT1S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4E X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4E X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	MSPC: 48 channels of medium time resolution, 4 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 48 channels ranges from 0 MeV to 4 MeV. All channels are combined to a single variable named MSPC.	CDF	EnergeticParticles InstrumentStatus Spectrum	Calibrated
bar_4e_l2_rcnt	NASA/NumericalData/BARREL/4E/RateCounter/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4E Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4E Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	This data product consists of measurements from rate counters. The rate count data are diagnostic fields, have uncalibrated energy ranges, and wrap near or above 16384 counts/s. The rate count values are stored as 4 s accumulations of counts.	CDF	EnergeticParticles InstrumentStatus	Calibrated
bar_4e_l2_sspc	NASA/NumericalData/BARREL/4E/SlowSpectra/L2/PT32S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4E X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4E X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data [Data set]. NASA Space Physics Data Facility.	SSPC: 256 channels of slow time resolution, 32 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 256 channels ranges from 0 MeV to 10 MeV. All channels are combined to a single variable named SSPC.	CDF	EnergeticParticles InstrumentStatus Spectrum	Calibrated
bar_4e_l2_uspc	NASA/NumericalData/BARREL/4E/UltraSlowSpectra/L2/PT0.01S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4E X-ray Spectrometer (USPC) Bremsstrahlung X-ray Spectrum Ultra Fast Time Resolution, Level 2, 10 ms Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4E X-ray Spectrometer (USPC) Bremsstrahlung X-ray Spectrum Ultra Fast Time Resolution, Level 2, 10 ms Data [Data set]. NASA Space Physics Data Facility.	USPC: 30 channels of extra high time resolution, 10 ms, Bremsstrahlung X-ray spectra. The channel count data are in raw format. The energy levels for bins in each record are tracked in the support data variable named energy. NOTE: Unlike other BARREL products, these data are not filtered by altitude as the data below 25 km are not removed. The measurement altitude should be checked in the EPHM file for the time period you are interested in before use.	CDF	EnergeticParticles InstrumentStatus Spectrum	Calibrated
bar_4e_l2_xspc	NASA/NumericalData/BARREL/4E/ExtraSlowSpectra/L2/PT0.05S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4E X-ray Spectrometer (XSPC) Bremsstrahlung X-ray Spectrum Extra Fast Time Resolution, Level 2, 0.05 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4E X-ray Spectrometer (XSPC) Bremsstrahlung X-ray Spectrum Extra Fast Time Resolution, Level 2, 0.05 s Data [Data set]. NASA Space Physics Data Facility.	XSPC: 30 channels of ultra high time resolution, 50 ms, Bremsstrahlung X-ray spectra. The channel count data are in raw format. The energy levels for bins in each record are tracked in the support data variable named energy. NOTE: Unlike other BARREL products, these data are not filtered by altitude as the data below 25 km are not removed. The measurement altitude should be checked in the EPHM file for the time period you are interested in before use.	CDF	EnergeticParticles InstrumentStatus Spectrum	Calibrated
bar_4f_l2_ephm	NASA/NumericalData/BARREL/4F/Ephemeris/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4F Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4F Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	Geographic and Magnetic Coordinates: The ephemeris data products, which include the balloon epoch time, latitude, longitude, and altitude, are each returned from the payload once every 4s. Geographic coordinates are obtained from an onboard Global Positioning System, GPS, unit. Magnetic coordinates are derived by using the International Radiation Belt Environment Modeling, IRBEM, FORTRAN library.	CDF	Ephemeris InstrumentStatus	Calibrated
bar_4f_l2_fspc	NASA/NumericalData/BARREL/4F/FastSpectra/L2/PT0.05S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4F X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4F X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data [Data set]. NASA Space Physics Data Facility.	FSPC: Six channels of fast time resolution, 50 ms, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. Each channel is separated in its own variable: FSPC1a, FSPC1b, FSPC1c, FSPC2, FSPC3, and FSPC4. The nominal energy range covered by the six channels ranges from 0 MeV to 1.5 MeV.	CDF	EnergeticParticles InstrumentStatus Spectrum	Calibrated
bar_4f_l2_hkpg	NASA/NumericalData/BARREL/4F/Housekeeping/L2/PT40S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4F Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4F Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data [Data set]. NASA Space Physics Data Facility.	Housekeeping voltage, temperature, current, and payload status values returned every 40 s. NOTE: The analog sensor data in these records are based on the nominal BARREL housekeeping layout. Some payloads may have small differences that are not reflected here. If there is specific sensor data that you need that looks questionable, please contact the BARREL team for clarification.	CDF	InstrumentStatus	Calibrated
bar_4f_l2_magn	NASA/NumericalData/BARREL/4F/Magnetometer/L2/PT0.25S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4F Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4F Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data [Data set]. NASA Space Physics Data Facility.	Three axis DC magnetometer data with nominal conversions applied. Data are neither gain corrected nor despun.	CDF	InstrumentStatus MagneticField	Calibrated
bar_4f_l2_mspc	NASA/NumericalData/BARREL/4F/Miscellaneous/L2/PT1S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4F X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4F X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	MSPC: 48 channels of medium time resolution, 4 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 48 channels ranges from 0 MeV to 4 MeV. All channels are combined to a single variable named MSPC.	CDF	EnergeticParticles InstrumentStatus Spectrum	Calibrated
bar_4f_l2_rcnt	NASA/NumericalData/BARREL/4F/RateCounter/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4F Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4F Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	This data product consists of measurements from rate counters. The rate count data are diagnostic fields, have uncalibrated energy ranges, and wrap near or above 16384 counts/s. The rate count values are stored as 4 s accumulations of counts.	CDF	EnergeticParticles InstrumentStatus	Calibrated
bar_4f_l2_sspc	NASA/NumericalData/BARREL/4F/SlowSpectra/L2/PT32S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4F X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4F X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data [Data set]. NASA Space Physics Data Facility.	SSPC: 256 channels of slow time resolution, 32 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 256 channels ranges from 0 MeV to 10 MeV. All channels are combined to a single variable named SSPC.	CDF	EnergeticParticles InstrumentStatus Spectrum	Calibrated
bar_4f_l2_uspc	NASA/NumericalData/BARREL/4F/UltraSlowSpectra/L2/PT0.01S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4F X-ray Spectrometer (USPC) Bremsstrahlung X-ray Spectrum Ultra Fast Time Resolution, Level 2, 10 ms Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4F X-ray Spectrometer (USPC) Bremsstrahlung X-ray Spectrum Ultra Fast Time Resolution, Level 2, 10 ms Data [Data set]. NASA Space Physics Data Facility.	USPC: 30 channels of extra high time resolution, 10 ms, Bremsstrahlung X-ray spectra. The channel count data are in raw format. The energy levels for bins in each record are tracked in the support data variable named energy. NOTE: Unlike other BARREL products, these data are not filtered by altitude as the data below 25 km are not removed. The measurement altitude should be checked in the EPHM file for the time period you are interested in before use.	CDF	EnergeticParticles InstrumentStatus Spectrum	Calibrated
bar_4f_l2_xspc	NASA/NumericalData/BARREL/4F/ExtraSlowSpectra/L2/PT0.05S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4F X-ray Spectrometer (XSPC) Bremsstrahlung X-ray Spectrum Extra Fast Time Resolution, Level 2, 0.05 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4F X-ray Spectrometer (XSPC) Bremsstrahlung X-ray Spectrum Extra Fast Time Resolution, Level 2, 0.05 s Data [Data set]. NASA Space Physics Data Facility.	XSPC: 30 channels of ultra high time resolution, 50 ms, Bremsstrahlung X-ray spectra. The channel count data are in raw format. The energy levels for bins in each record are tracked in the support data variable named energy. NOTE: Unlike other BARREL products, these data are not filtered by altitude as the data below 25 km are not removed. The measurement altitude should be checked in the EPHM file for the time period you are interested in before use.	CDF	EnergeticParticles InstrumentStatus Spectrum	Calibrated
bar_4g_l2_ephm	NASA/NumericalData/BARREL/4G/Ephemeris/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4G Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4G Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	Geographic and Magnetic Coordinates: The ephemeris data products, which include the balloon epoch time, latitude, longitude, and altitude, are each returned from the payload once every 4s. Geographic coordinates are obtained from an onboard Global Positioning System, GPS, unit. Magnetic coordinates are derived by using the International Radiation Belt Environment Modeling, IRBEM, FORTRAN library.	CDF	Ephemeris InstrumentStatus	Calibrated
bar_4g_l2_fspc	NASA/NumericalData/BARREL/4G/FastSpectra/L2/PT0.05S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4G X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4G X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data [Data set]. NASA Space Physics Data Facility.	FSPC: Six channels of fast time resolution, 50 ms, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. Each channel is separated in its own variable: FSPC1a, FSPC1b, FSPC1c, FSPC2, FSPC3, and FSPC4. The nominal energy range covered by the six channels ranges from 0 MeV to 1.5 MeV.	CDF	EnergeticParticles InstrumentStatus Spectrum	Calibrated
bar_4g_l2_hkpg	NASA/NumericalData/BARREL/4G/Housekeeping/L2/PT40S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4G Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4G Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data [Data set]. NASA Space Physics Data Facility.	Housekeeping voltage, temperature, current, and payload status values returned every 40 s. NOTE: The analog sensor data in these records are based on the nominal BARREL housekeeping layout. Some payloads may have small differences that are not reflected here. If there is specific sensor data that you need that looks questionable, please contact the BARREL team for clarification.	CDF	InstrumentStatus	Calibrated
bar_4g_l2_magn	NASA/NumericalData/BARREL/4G/Magnetometer/L2/PT0.25S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4G Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4G Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data [Data set]. NASA Space Physics Data Facility.	Three axis DC magnetometer data with nominal conversions applied. Data are neither gain corrected nor despun.	CDF	InstrumentStatus MagneticField	Calibrated
bar_4g_l2_mspc	NASA/NumericalData/BARREL/4G/Miscellaneous/L2/PT1S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4G X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4G X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	MSPC: 48 channels of medium time resolution, 4 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 48 channels ranges from 0 MeV to 4 MeV. All channels are combined to a single variable named MSPC.	CDF	EnergeticParticles InstrumentStatus Spectrum	Calibrated
bar_4g_l2_rcnt	NASA/NumericalData/BARREL/4G/RateCounter/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 4G Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 4G Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	This data product consists of measurements from rate counters. The rate count data are diagnostic fields, have uncalibrated energy ranges, and wrap near or above 16384 counts/s. The rate count values are stored as 4 s accumulations of counts.	CDF	EnergeticParticles InstrumentStatus	Calibrated
