cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
CDF_CHAR	1	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-het-rates10	label_dir_RTN			Labels for Flow Direction for each Direction Bin, Radial-Tangential-Normal Coordinates, Cartesian	Labels for Flow Direction for each Direction Bin, unit vector, Radial-Tangential-Normal, RTN, Coordinates, Cartesian		Support			Array	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-het-rates10	HET_B_HCI			HET, Side B, Flow Direction for each Direction Bin, Heliocentric Inertial Coordinates, Cartesian	HET, Side B, Flow Direction for each Direction Bin, unit vector, Heliocentric Inertial, HCI, Coordinates, Cartesian	Ephemeris	Support		Orientation	Array DirectionCosine Vector	ParkerSolarProbe/ISOIS/EPI-Hi/HET		HCI	Cartesian				
CDF_CHAR	5	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-het-rates10	label_dir_HCI			Labels for Flow Direction for each Direction Bin, Heliocentric Inertial Coordinates, Cartesian	Labels for Flow Direction for each Direction Bin, unit vector, Heliocentric Inertial, HCI, Coordinates, Cartesian		Support			Array	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	1:[13]	T/T	OOOOO	psp_isois-epihi_l2-het-rates10	B_H_Rate	s^-1		H, Differential Count Rate, Side B, spectrogram	Proton, H, Differential Count Rate, Side B, for spectrogram display	EnergeticParticles	Particle	Proton	CountRate	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET				1			
CDF_FLOAT	1	1:[13]	T/T	OOOOO	psp_isois-epihi_l2-het-rates10	A_H_Rate	s^-1		H, Differential Count Rate, Side A, spectrogram	Proton, H, Differential Count Rate, Side A, for spectrogram display	EnergeticParticles	Particle	Proton	CountRate	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET				1			
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates10	HET_A_PA	&#176;	0.0174532925&gt;rad	HET, Side A, Pitch Angle for each Direction Bin	HET, Side A, Pitch Angle for each Direction Bin	Ephemeris	Support		Orientation	Scalar DirectionAngle.PolarAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates10	HGC_Lat	&#176;	0.0174532925&gt;rad	Spacecraft Position, Latitude, Heliographic Carrington Coordinates, Spherical	Spacecraft Position at the Timestamp, Latitude, Heliographic Carrington, HGI, Coordinates, Spherical	Ephemeris	Support		Positional	Scalar Magnitude DirectionAngle.ElevationAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET		HGI	Spherical				
CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-het-rates10	HET_A_HCI			HET, Side A, Flow Direction for each Direction Bin, Heliocentric Inertial Coordinates, Cartesian	HET, Side A, Flow Direction for each Direction Bin, unit vector, Heliocentric Inertial, HCI, Coordinates, Cartesian	Ephemeris	Support		Orientation	Array DirectionCosine Vector	ParkerSolarProbe/ISOIS/EPI-Hi/HET		HCI	Cartesian				
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates10	HGC_R	ua	1.495978706961e11&gt;m	Spacecraft Position, Heliocentric Radial Distance, Heliographic Carrington Coordinates, Spherical	Spacecraft Position at the Timestamp, Heliocentric Radial Distance, Heliographic Carrington, HGI, Coordinates, Spherical	Ephemeris	Support		Positional	Scalar Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET		HGI	Spherical				
CDF_FLOAT	1	1:[14]	T/T	OOOOO	psp_isois-epihi_l2-het-rates10	A_He_Rate	s^-1		He, Differential Count Rate, Side A, spectrogram	Helium, He, Differential Count Rate, Side A, for spectrogram display	EnergeticParticles	Particle	Ion	CountRate	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET				2			
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates10	HCI_Lat	&#176;	0.0174532925&gt;rad	Spacecraft Position, Latitude, Heliocentric Inertial Coordinates, Spherical	Spacecraft Position at the Timestamp, Latitude, Heliocentric Inertial, HCI, Coordinates, Spherical	Ephemeris	Support		Positional	Scalar Magnitude DirectionAngle.ElevationAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET		HCI	Spherical				
CDF_FLOAT	1	1:[18]	T/T	OOOOO	psp_isois-epihi_l2-het-rates10	B_Electrons_Rate	s^-1		Electron, Differential Count Rate, Side B, spectrogram	Electron, e-, Differential Count Rate, Side B, for spectrogram display	EnergeticParticles	Particle	Electron	CountRate	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-het-rates10	HET_B_RTN			HET, Side B, Flow Direction for each Direction Bin, Radial-Tangential-Normal Coordinates, Cartesian	HET, Side B, Flow Direction for each Direction Bin, unit vector, Radial-Tangential-Normal, RTN, Coordinates, Cartesian	Ephemeris	Support		Orientation	Array DirectionCosine Vector	ParkerSolarProbe/ISOIS/EPI-Hi/HET		RTN	Cartesian				
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates10	HET_B_PA	&#176;	0.0174532925&gt;rad	HET, Side B, Pitch Angle for each Direction Bin	HET, Side B, Pitch Angle for each Direction Bin	Ephemeris	Support		Orientation	Scalar DirectionAngle.PolarAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	1:[14]	T/T	OOOOO	psp_isois-epihi_l2-het-rates10	A_He_Flux	(cm^2 s sr MeV/n)^-1	6.24161e-19&gt;(m^2 s sr J/n)^-1	He, Differential Flux, Side A	Helium, He, Differential Flux, Side A	EnergeticParticles	Particle	Ion	NumberFlux	Array Differential Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET				2			
CDF_FLOAT	1	1:[14]	T/T	OOOOO	psp_isois-epihi_l2-het-rates10	A_He_Uncertainty	(cm^2 s sr MeV/n)^-1	6.24161e-19&gt;(m^2 s sr J/n)^-1	He, Differential Flux Uncertainty, Side A	Helium, He, Differential Flux Uncertainty, Side A	EnergeticParticles	Particle	Ion	NumberFlux	Array Differential Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET				2			
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates10	HCI_Lon	&#176;	0.0174532925&gt;rad	Spacecraft Position, Longitude, Heliocentric Inertial Coordinates, Spherical	Spacecraft Position at the Timestamp, Longitude, Heliocentric Inertial, HCI, Coordinates, Spherical	Ephemeris	Support		Positional	Scalar Magnitude DirectionAngle.AzimuthAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET		HCI	Spherical				
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates10	HET_B_SA	&#176;	0.0174532925&gt;rad	HET, Side B, Parker Spiral Angle	HET, Side B, Parker Spiral Angle, nominal	Ephemeris	Support		Orientation	Scalar DirectionAngle.AzimuthAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates10	HET_A_SA	&#176;	0.0174532925&gt;rad	HET, Side A, Parker Spiral Angle	HET, Side A, Parker Spiral Angle, nominal	Ephemeris	Support		Orientation	Scalar DirectionAngle.AzimuthAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_INT4	1	1:[18]	T/T	OOOOO	psp_isois-epihi_l2-het-rates10	A_Electrons			Electron, Differential Counts, TELESCOPE, Side A	Electron, e-, Differential Counts, TELESCOPE, Side A	EnergeticParticles	Particle	Electron	Counts	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_INT4	1	1:[13]	T/T	OOOOO	psp_isois-epihi_l2-het-rates10	A_H			H, Differential Counts, TELESCOPE, Side A	Proton, H, Differential Counts, TELESCOPE, Side A	EnergeticParticles	Particle	Proton	Counts	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET				1			
CDF_INT4	1	1:[14]	T/T	OOOOO	psp_isois-epihi_l2-het-rates10	A_He			He, Differential Counts, TELESCOPE, Side A	Helium, He, Differential Counts, TELESCOPE, Side A	EnergeticParticles	Particle	Ion	Counts	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET				2			
CDF_INT4	1	1:[18]	T/T	OOOOO	psp_isois-epihi_l2-het-rates10	B_Electrons			Electron, Differential Counts, TELESCOPE, Side B	Electron, e-, Differential Counts, TELESCOPE, Side B	EnergeticParticles	Particle	Electron	Counts	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_INT4	1	1:[13]	T/T	OOOOO	psp_isois-epihi_l2-het-rates10	B_H			H, Differential Counts, TELESCOPE, Side B	Proton, H, Differential Counts, TELESCOPE, Side B	EnergeticParticles	Particle	Proton	Counts	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET				1			
CDF_INT4	1	1:[14]	T/T	OOOOO	psp_isois-epihi_l2-het-rates10	B_He			He, Differential Counts, TELESCOPE, Side B	Helium, He, Differential Counts, TELESCOPE, Side B	EnergeticParticles	Particle	Ion	Counts	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET				2			
CDF_FLOAT	1	2:[1,25]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates300	B_NetoSi_SECT_Rate	s^-1		Ne to Si, Differential Count Rate, sectored, Side B	Neon to Silicon Group, Ne to Si, Differential Count Rate, sectored, Side B	EnergeticParticles	Particle	Ion	CountRate	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_TT2000	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates300	Epoch	ns	1.0e-9&gt;s	Epoch Time, Midpoint of Integration	Epoch Time Tags, Nanoseconds since J2000 at Midpoint of the Integration		Support		Temporal		ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	1:[1]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	NetoSi_SECT_ENERGY	MeV/n	1.602176565e-13&gt;J/n	Ne to Si, Bin Characteristic Energy Value per Nuclide, sectored Count Rate Parameters	Neon to Silicon Group, Ne to Si, Bin Characteristic Energy Value per Nuclide for the Differential sectored Count Rate Parameters	EnergeticParticles	Particle	Ion	Energy	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_CHAR	21	1:[1]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	NetoSi_SECT_ENERGY_LABL			Labels for Ne to Si, Bin Characteristic Energy Value , sectored Count Rate Parameters	Labels for Neon to Silicon Group, Ne to Si, Bin Characteristic Energy Value for the Differential sectored Count Rate Parameters		Metadata			Array	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_INT1	1	1:[25]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	HET_R17_SECTORS			HET, R17, Sector Numbers	HET, R17, Sector Numbers		Support		Other	Array	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_CHAR	9	1:[25]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	HET_R17_SECTORS_LABL			Labels for HET, R17, Sector Numbers	Labels for HET, R17, Sector Numbers		Metadata			Array	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_INT8	1	0:[]	F/	OOOOO	psp_isois-epihi_l2-het-rates300	Epoch_DELTA	ns	1.0e-9&gt;s	Epoch Time Delta Plus/Minus	Epoch Time Delta Plus/Minus, one half of the Integration Time in Nanoseconds, used for Delta in Epoch		Support		Temporal		ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	1:[1]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	NetoSi_SECT_ENERGY_DELTAMINUS	MeV/n	1.602176565e-13&gt;J/n	Ne to Si, Bin Characteristic Energy Value per Nuclide Delta Minus, sectored Count Rate Parameters	Neon to Silicon Group, Ne to Si, Bin Characteristic Energy Value per Nuclide, Delta Minus, bin geometric center minus bin bottom, for the Differential sectored Count Rate Parameters	EnergeticParticles	Particle	Ion	Energy	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	1:[1]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	NetoSi_SECT_ENERGY_DELTAPLUS	MeV/n	1.602176565e-13&gt;J/n	Ne to Si, Bin Characteristic Energy Value per Nuclide Delta Plus, sectored Count Rate Parameters	Neon to Silicon Group, Ne to Si, Bin Characteristic Energy Value per Nuclide, Delta Plus, bin top minus bin geometric center, for the Differential sectored Count Rate Parameters	EnergeticParticles	Particle	Ion	Energy	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates300	HET_B_SA	&#176;	0.0174532925&gt;rad	HET, Side B, Parker Spiral Angle	HET, Side B, Parker Spiral Angle, nominal	Ephemeris	Support		Orientation	Scalar DirectionAngle.AzimuthAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	1:[25]	T/T	OOOOO	psp_isois-epihi_l2-het-rates300	HET_B_R17_SECT_SA	&#176;	0.0174532925&gt;rad	HET, Side B, RANGE, Parker Spiral Angle	HET, Side B, RANGE, Parker Spiral Angle, nominal	Ephemeris	Support		Orientation	Array DirectionAngle.AzimuthAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	1:[25]	T/T	OOOOO	psp_isois-epihi_l2-het-rates300	HET_B_R17_SECT_PA	&#176;	0.0174532925&gt;rad	HET, Side B, R17, Pitch Angle for each Direction Bin, sectored	HET, Side B, R17, Pitch Angle for each Direction Bin, sectored	Ephemeris	Support		Orientation	Array DirectionAngle.PolarAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates300	HCI_R	ua	1.495978706961e11&gt;m	Spacecraft Position, Heliocentric Radial Distance, Heliocentric Inertial Coordinates, Spherical	Spacecraft Position at the Timestamp, Heliocentric Radial Distance, Heliocentric Inertial, HCI, Coordinates, Spherical	Ephemeris	Support		Positional	Scalar Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET		HCI	Spherical				
CDF_FLOAT	1	2:[1,25]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates300	A_FeGroup_SECT_Rate	s^-1		Fe Group, Differential Count Rate, sectored, Side A	Iron Group, Fe Group, Differential Count Rate, sectored, Side A	EnergeticParticles	Particle	Ion	CountRate	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	1:[1]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	FeGroup_SECT_ENERGY	MeV/n	1.602176565e-13&gt;J/n	Fe Group, Bin Characteristic Energy Value per Nuclide, sectored Count Rate Parameters	Iron Group, Fe Group, Bin Characteristic Energy Value per Nuclide for the Differential sectored Count Rate Parameters	EnergeticParticles	Particle	Ion	Energy	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_CHAR	21	1:[1]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	FeGroup_SECT_ENERGY_LABL			Labels for Fe Group, Bin Characteristic Energy Value , sectored Count Rate Parameters	Labels for Iron Group, Fe Group, Bin Characteristic Energy Value for the Differential sectored Count Rate Parameters		Metadata			Array	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	1:[1]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	FeGroup_SECT_ENERGY_DELTAMINUS	MeV/n	1.602176565e-13&gt;J/n	Fe Group, Bin Characteristic Energy Value per Nuclide Delta Minus, sectored Count Rate Parameters	Iron Group, Fe Group, Bin Characteristic Energy Value per Nuclide, Delta Minus, bin geometric center minus bin bottom, for the Differential sectored Count Rate Parameters	EnergeticParticles	Particle	Ion	Energy	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	1:[1]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	FeGroup_SECT_ENERGY_DELTAPLUS	MeV/n	1.602176565e-13&gt;J/n	Fe Group, Bin Characteristic Energy Value per Nuclide Delta Plus, sectored Count Rate Parameters	Iron Group, Fe Group, Bin Characteristic Energy Value per Nuclide, Delta Plus, bin top minus bin geometric center, for the Differential sectored Count Rate Parameters	EnergeticParticles	Particle	Ion	Energy	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	2:[2,25]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates300	B_CNO_SECT_Rate	s^-1		CNO, Differential Count Rate, sectored, Side B	Carbon, Nitrogen, Oxygen Group, CNO, Differential Count Rate, sectored, Side B	EnergeticParticles	Particle	Ion	CountRate	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET				6 7 8			
CDF_FLOAT	1	1:[2]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	CNO_SECT_ENERGY	MeV/n	1.602176565e-13&gt;J/n	CNO, Bin Characteristic Energy Value per Nuclide, sectored Count Rate Parameters	Carbon, Nitrogen, Oxygen Group, CNO, Bin Characteristic Energy Value per Nuclide for the Differential sectored Count Rate Parameters	EnergeticParticles	Particle	Ion	Energy	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET				6 7 8			
CDF_CHAR	21	1:[2]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	CNO_SECT_ENERGY_LABL			Labels for CNO, Bin Characteristic Energy Value , sectored Count Rate Parameters	Labels for Carbon, Nitrogen, Oxygen Group, CNO, Bin Characteristic Energy Value for the Differential sectored Count Rate Parameters		Metadata			Array	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	1:[2]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	CNO_SECT_ENERGY_DELTAMINUS	MeV/n	1.602176565e-13&gt;J/n	CNO, Bin Characteristic Energy Value per Nuclide Delta Minus, sectored Count Rate Parameters	Carbon, Nitrogen, Oxygen Group, CNO, Bin Characteristic Energy Value per Nuclide, Delta Minus, bin geometric center minus bin bottom, for the Differential sectored Count Rate Parameters	EnergeticParticles	Particle	Ion	Energy	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET				6 7 8			
CDF_FLOAT	1	1:[2]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	CNO_SECT_ENERGY_DELTAPLUS	MeV/n	1.602176565e-13&gt;J/n	CNO, Bin Characteristic Energy Value per Nuclide Delta Plus, sectored Count Rate Parameters	Carbon, Nitrogen, Oxygen Group, CNO, Bin Characteristic Energy Value per Nuclide, Delta Plus, bin top minus bin geometric center, for the Differential sectored Count Rate Parameters	EnergeticParticles	Particle	Ion	Energy	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET				6 7 8			
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates300	HET_A_SA	&#176;	0.0174532925&gt;rad	HET, Side A, Parker Spiral Angle	HET, Side A, Parker Spiral Angle, nominal	Ephemeris	Support		Orientation	Scalar DirectionAngle.AzimuthAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	1:[25]	T/T	OOOOO	psp_isois-epihi_l2-het-rates300	HET_A_R17_SECT_SA	&#176;	0.0174532925&gt;rad	HET, Side A, RANGE, Parker Spiral Angle	HET, Side A, RANGE, Parker Spiral Angle, nominal	Ephemeris	Support		Orientation	Array DirectionAngle.AzimuthAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	1:[25]	T/T	OOOOO	psp_isois-epihi_l2-het-rates300	HET_A_R17_SECT_PA	&#176;	0.0174532925&gt;rad	HET, Side A, R17, Pitch Angle for each Direction Bin, sectored	HET, Side A, R17, Pitch Angle for each Direction Bin, sectored	Ephemeris	Support		Orientation	Array DirectionAngle.PolarAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-het-rates300	HET_A_RTN			HET, Side A, Flow Direction for each Direction Bin, Radial-Tangential-Normal Coordinates, Cartesian	HET, Side A, Flow Direction for each Direction Bin, unit vector, Radial-Tangential-Normal, RTN, Coordinates, Cartesian	Ephemeris	Support		Orientation	Array DirectionCosine Vector	ParkerSolarProbe/ISOIS/EPI-Hi/HET		RTN	Cartesian				
CDF_CHAR	1	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	label_dir_RTN			Labels for Flow Direction for each Direction Bin, Radial-Tangential-Normal Coordinates, Cartesian	Labels for Flow Direction for each Direction Bin, unit vector, Radial-Tangential-Normal, RTN, Coordinates, Cartesian		Support			Array	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	2:[25,3]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates300	HET_A_R17_SECT_RTN			HET, Side A, R17, Flow Direction for each Direction Bin, sectored, Radial-Tangential-Normal Coordinates, Cartesian	HET, Side A, R17, Flow Direction for each Direction Bin, sectored, unit vector, Radial-Tangential-Normal, RTN, Coordinates, Cartesian	Ephemeris	Support		Orientation	Array DirectionCosine Vector	ParkerSolarProbe/ISOIS/EPI-Hi/HET		RTN	Cartesian				
CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-het-rates300	HET_B_HCI			HET, Side B, Flow Direction for each Direction Bin, Heliocentric Inertial Coordinates, Cartesian	HET, Side B, Flow Direction for each Direction Bin, unit vector, Heliocentric Inertial, HCI, Coordinates, Cartesian	Ephemeris	Support		Orientation	Array DirectionCosine Vector	ParkerSolarProbe/ISOIS/EPI-Hi/HET		HCI	Cartesian				
CDF_CHAR	5	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	label_dir_HCI			Labels for Flow Direction for each Direction Bin, Heliocentric Inertial Coordinates, Cartesian	Labels for Flow Direction for each Direction Bin, unit vector, Heliocentric Inertial, HCI, Coordinates, Cartesian		Support			Array	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	2:[1,25]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates300	A_NetoSi_SECT_Rate	s^-1		Ne to Si, Differential Count Rate, sectored, Side A	Neon to Silicon Group, Ne to Si, Differential Count Rate, sectored, Side A	EnergeticParticles	Particle	Ion	CountRate	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates300	HCI_Lon	&#176;	0.0174532925&gt;rad	Spacecraft Position, Longitude, Heliocentric Inertial Coordinates, Spherical	Spacecraft Position at the Timestamp, Longitude, Heliocentric Inertial, HCI, Coordinates, Spherical	Ephemeris	Support		Positional	Scalar Magnitude DirectionAngle.AzimuthAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET		HCI	Spherical				
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates300	HGC_Lat	&#176;	0.0174532925&gt;rad	Spacecraft Position, Latitude, Heliographic Carrington Coordinates, Spherical	Spacecraft Position at the Timestamp, Latitude, Heliographic Carrington, HGI, Coordinates, Spherical	Ephemeris	Support		Positional	Scalar Magnitude DirectionAngle.ElevationAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET		HGI	Spherical				
CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-het-rates300	HET_A_HCI			HET, Side A, Flow Direction for each Direction Bin, Heliocentric Inertial Coordinates, Cartesian	HET, Side A, Flow Direction for each Direction Bin, unit vector, Heliocentric Inertial, HCI, Coordinates, Cartesian	Ephemeris	Support		Orientation	Array DirectionCosine Vector	ParkerSolarProbe/ISOIS/EPI-Hi/HET		HCI	Cartesian				
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates300	HGC_R	ua	1.495978706961e11&gt;m	Spacecraft Position, Heliocentric Radial Distance, Heliographic Carrington Coordinates, Spherical	Spacecraft Position at the Timestamp, Heliocentric Radial Distance, Heliographic Carrington, HGI, Coordinates, Spherical	Ephemeris	Support		Positional	Scalar Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET		HGI	Spherical				
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates300	HGC_Lon	&#176;	0.0174532925&gt;rad	Spacecraft Position, Longitude, Heliographic Carrington Coordinates, Spherical	Spacecraft Position at the Timestamp, Longitude, Heliographic Carrington, HGI, Coordinates, Spherical	Ephemeris	Support		Positional	Scalar Magnitude DirectionAngle.AzimuthAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET		HGI	Spherical				
CDF_FLOAT	1	2:[25,3]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates300	HET_B_R17_SECT_RTN			HET, Side B, R17, Flow Direction for each Direction Bin, sectored, Radial-Tangential-Normal Coordinates, Cartesian	HET, Side B, R17, Flow Direction for each Direction Bin, sectored, unit vector, Radial-Tangential-Normal, RTN, Coordinates, Cartesian	Ephemeris	Support		Orientation	Array DirectionCosine Vector	ParkerSolarProbe/ISOIS/EPI-Hi/HET		RTN	Cartesian				
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates300	HCI_Lat	&#176;	0.0174532925&gt;rad	Spacecraft Position, Latitude, Heliocentric Inertial Coordinates, Spherical	Spacecraft Position at the Timestamp, Latitude, Heliocentric Inertial, HCI, Coordinates, Spherical	Ephemeris	Support		Positional	Scalar Magnitude DirectionAngle.ElevationAngle	ParkerSolarProbe/ISOIS/EPI-Hi/HET		HCI	Spherical				
CDF_FLOAT	1	2:[2,25]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates300	A_CNO_SECT_Rate	s^-1		CNO, Differential Count Rate, sectored, Side A	Carbon, Nitrogen, Oxygen Group, CNO, Differential Count Rate, sectored, Side A	EnergeticParticles	Particle	Ion	CountRate	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET				6 7 8			
CDF_FLOAT	1	2:[1,25]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates300	B_FeGroup_SECT_Rate	s^-1		Fe Group, Differential Count Rate, sectored, Side B	Iron Group, Fe Group, Differential Count Rate, sectored, Side B	EnergeticParticles	Particle	Ion	CountRate	Array Magnitude	ParkerSolarProbe/ISOIS/EPI-Hi/HET							
CDF_FLOAT	1	2:[25,3]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates300	HET_B_R17_SECT_HCI			HET, Side B, R17, Flow Direction for each Direction Bin, sectored, Heliocentric Inertial Coordinates, Cartesian	HET, Side B, R17, Flow Direction for each Direction Bin, sectored, unit vector, Heliocentric Inertial, HCI, Coordinates, Cartesian	Ephemeris	Support		Orientation	Array DirectionCosine Vector	ParkerSolarProbe/ISOIS/EPI-Hi/HET		HCI	Cartesian				
CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-het-rates300	HET_B_RTN			HET, Side B, Flow Direction for each Direction Bin, Radial-Tangential-Normal Coordinates, Cartesian	HET, Side B, Flow Direction for each Direction Bin, unit vector, Radial-Tangential-Normal, RTN, Coordinates, Cartesian	Ephemeris	Support		Orientation	Array DirectionCosine Vector	ParkerSolarProbe/ISOIS/EPI-Hi/HET		RTN	Cartesian				
